Name,Address,Площадь,Оборот,geometry
DNS,"город Москва, улица Генерала Кузнецова, дом 22",118,69590943,POINT (37.853771 55.6860407371639)
Электрика,"поселение ""Мосрентген"", деревня Дудкино, владение 1",911,90048272,POINT (37.4404 55.625763)
Tele2,"город Москва, поселение Сосенское, Калужское шоссе, 21-й километр, владение 3Б",1019,12258888,POINT (37.494033 55.6038387135331)
Позитроника,"город Москва, поселение Внуковское, улица Лётчика Ульянина, дом 5",2051,112680416,POINT (37.307226 55.625795)
Xiaomi,"город Москва, Ходынский бульвар, дом 4",812,33375933,POINT (37.527748 55.7901777673504)
PC4Games,"город Москва, улица Сущёвский Вал, дом 5, строение 20",124,178735551,POINT (37.593565 55.7938487684197)
Магазин «Принтеры и Картриджи»,"город Москва, Багратионовский проезд, дом 7, корпус 20А",1386,142340225,POINT (37.502907 55.7426717535451)
Магазин «Электротовары»,"город Москва, улица Барклая, дом 8",2413,166717503,POINT (37.502752 55.7411567531058)
Redmond (Электроника),"город Москва, Профсоюзная улица, дом 118",1966,156728871,POINT (37.521318 55.6365647229201)
М.видео,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, дом 1, строение 1",1365,117383448,POINT (37.391654 55.6181627176383)
Дин,"город Москва, Большая Декабрьская улица, дом 3, строение 1",783,2411375,POINT (37.558112 55.7646377599212)
Батарейки,"город Москва, Широкая улица, дом 31",832,78075855,POINT (37.678355 55.8876267958511)
Re-store,"город Москва, шоссе Энтузиастов, дом 12, корпус 2",546,104979307,POINT (37.706848 55.747449754931)
Барусс,"город Москва, Нахимовский проспект, дом 24, строение 1",1508,163878000,POINT (37.585016 55.6718097330604)
Магазин Компьютеры Ноутбуки Компьютерная мебель,"город Москва, Жулебинский бульвар, дом 36, корпус 1",484,128481413,POINT (37.847866 55.6851587369094)
DNS,"город Москва, город Троицк, Городская улица, дом 24",598,49415034,POINT (37.312905 55.4922296817277)
Master Mobile,"город Москва, Большая Декабрьская улица, дом 3, строение 1",877,170810478,POINT (37.558112 55.7646377599212)
Магазин «Аксессуары»,"город Москва, улица Барклая, дом 8",967,127830477,POINT (37.502752 55.7411567531058)
Магазин «ЦЕНТР продаж»,"город Москва, улица Барклая, дом 8",490,30144753,POINT (37.502752 55.7411567531058)
Магазин «Продукты»,"город Москва, улица Барклая, дом 8",2153,25057023,POINT (37.502752 55.7411567531058)
Магазин «Электроника»,"город Москва, улица Барклая, дом 8",2054,58670585,POINT (37.502752 55.7411567531058)
Электротовары,"город Москва, улица Барклая, дом 8",1892,132134782,POINT (37.502752 55.7411567531058)
Магазин «Мегафон»,"город Москва, улица Барклая, дом 8",1750,169483207,POINT (37.502752 55.7411567531058)
Реал Связь Мегафон,"город Москва, Хорошёвское шоссе, дом 16, строение 3",1024,168823885,POINT (37.546131 55.7742127627045)
Техника молодежи,"город Москва, Хорошёвское шоссе, дом 16, строение 3",2093,5311082,POINT (37.546131 55.7742127627045)
МТС,"город Москва, Бауманская улица, дом 32, строение 2",103,37384185,POINT (37.678311 55.7720907620875)
Re-Volt,"город Москва, Ленинградское шоссе, дом 47",1950,164670027,POINT (37.475606 55.8456527835451)
Электроинструменты,"город Москва, Суздальская улица, дом 18Г",1867,150937403,POINT (37.85152 55.7408917530289)
Интернет магазин «ОнЛайн Трейд.ру»,"город Москва, город Зеленоград, корпус 1104",1934,54138963,POINT (37.1880129712 55.9947143136)
Ситилинк,"город Москва, Братиславская улица, дом 20",748,3205151,POINT (37.760693 55.6564147286272)
"То, что надо","город Москва, улица Руставели, дом 1/2",1372,63533304,POINT (37.58321 55.8127867739411)
Светодиодные светильники,"город Москва, поселение Московский, Киевское шоссе, 22-й километр, домовладение 4, строение 2",1334,8785125,POINT (37.436024 55.6317677215424)
Bork,"город Москва, Шереметьевская улица, дом 6, корпус 1",515,130911473,POINT (37.617058 55.7953957688703)
Электромонтаж,"город Москва, улица Паперника, дом 7, корпус 1",2136,76372056,POINT (37.785563 55.7204637471113)
Энергосберегащие инфокрасные обогреватели,"город Москва, 3-я Институтская улица, дом 12",757,149274364,POINT (37.784622 55.7225847477252)
